#time   b1   b2   b3
-53.600000   0.000000   0.000000   0.000000
-52.890000   0.000000   0.000000   0.000000
-52.370000   0.000000   0.000000   0.000000
-51.850000   0.000000   0.000000   0.000000
-50.800000   0.000000   0.000000   0.000000
-50.710000   0.000000   0.000000   0.000000
-50.520000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.510000   0.000000   0.000000   0.000000
-50.500000   0.000000   0.000000   0.000000
-50.500000   0.000000   0.000000   0.000000
-50.500000   0.000000   0.000000   0.000000
-50.500000   0.000000   0.000000   0.000000
-50.500000   0.000000   0.000000   0.000000
-50.500000   0.000000   0.000000   0.000000
-50.500000   0.000000   0.000000   0.000000
-50.500000   0.000000   0.000000   0.000000
-50.490000   0.000000   0.000000   0.000000
-50.490000   0.000000   0.000000   0.000000
-50.490000   0.000000   0.000000   0.000000
-50.490000   0.000000   0.000000   0.000000
-50.490000   0.000000   0.000000   0.000000
-50.490000   0.000000   0.000000   0.000000
-50.480000   0.000000   0.000000   0.000000
-50.480000   0.000000   0.000000   0.000000
-50.480000   0.000000   0.000000   0.000000
-50.480000   0.000000   0.000000   0.000000
-50.470000   0.000000   0.000000   0.000000
-50.460000   0.000000   0.000000   0.000000
-50.450000   0.000000   0.000000   0.000000
-50.440000   0.000000   0.000000   0.000000
-50.430000   0.000000   0.000000   0.000000
-50.420000   0.000000   0.000000   0.000000
-50.410000   0.000000   0.000000   0.000000
-50.400000   0.000000   0.000000   0.000000
-50.390000   0.000000   0.000000   0.000000
-50.380000   0.000000   0.000000   0.000000
-50.370000   0.000000   0.000000   0.000000
-50.350000   0.000000   0.000000   0.000000
-50.340000   0.000000   0.000000   0.000000
-50.330000   0.000000   0.000000   0.000000
-50.310000   0.000000   0.000000   0.000000
-50.300000   0.000000   0.000000   0.000000
-50.280000   0.000000   0.000000   0.000000
-50.260000   0.000000   0.000000   0.000000
-50.250000   0.000000   0.000000   0.000000
-50.230000   0.000000   0.000000   0.000000
-50.210000   0.000000   0.000000   0.000000
-50.190000   0.000000   0.000000   0.000000
-50.170000   0.000000   0.000000   0.000000
-50.150000   0.000000   0.000000   0.000000
-50.130000   0.000000   0.000000   0.000000
-50.110000   0.000000   0.000000   0.000000
-50.080000   0.000000   0.000000   0.000000
-50.060000   0.000000   0.000000   0.000000
-50.030000   0.000000   0.000000   0.000000
-50.010000   0.000000   0.000000   0.000000
-49.980000   0.000000   0.000000   0.000000
-49.950000   0.000000   0.000000   0.000000
-49.920000   0.000000   0.000000   0.000000
-49.890000   0.000000   0.000000   0.000000
-49.860000   0.000000   0.000000   0.000000
-49.830000   0.000000   0.000000   0.000000
